nama_siswa,alamat_siswa,nilai_rapor,nilai_ujian_sekolah,nilai_ujian_nasional,aktivitas_ekstrakurikuler,prestasi_olimpiade,minat_jurusan,sekolah_asal,lokasi,sekolah_sma
Lauren Flores,"861 Ronald Court Suite 089
Lake Williamfurt, NJ 72931",7,93,61,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Mark Montgomery,"65605 John Union Suite 130
Lake Rebeccamouth, TN 42006",9,73,62,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Savannah Ingram,"823 Cynthia Flat
Leefort, IN 66850",9,73,60,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Bryan Hendricks,"371 James Junction Apt. 093
Carrview, KY 65248",8,73,98,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Carolyn Wilson,"3412 Carolyn Valleys Suite 341
West Arthurchester, PA 44837",8,82,91,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Miss Jennifer Green DDS,"3524 Dawn Groves Suite 235
Lake Monica, OK 11855",10,87,94,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Eric Nguyen,"57997 Smith Junction
Port Steven, IA 34284",8,92,72,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Carl Goodman,"8489 Sarah Common
Alexmouth, RI 80414",8,89,84,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Maria Mosley,"56838 Linda Overpass
Sarahfurt, NM 05521",9,87,67,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Christina Crawford,"9088 Gardner Stream Suite 688
Langshire, MT 13835",10,79,65,sains,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Heather Johnson,"83157 John Key
Nixonport, DE 24012",9,98,99,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
James Hampton,"USCGC Bennett
FPO AP 15522",8,79,88,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Ashley Cameron,"952 Riley Lodge Suite 092
West Alexanderfort, NJ 52177",8,98,88,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Ricky Oneal,"60143 Reyes Cove
Susanshire, WA 47534",9,70,96,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Elizabeth Johnson,"306 Megan Estates Apt. 369
Dwayneland, CA 81472",8,80,82,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Robin Mendoza,"34770 Erika Canyon
East Jennifertown, FM 54579",8,88,79,seni,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Joanne Estrada,"Unit 0749 Box 2051
DPO AE 47318",9,97,72,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Erica Huang,"40314 Moreno Spur
Catherineborough, MA 36000",9,99,85,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Michael Cummings,"PSC 7206, Box 7306
APO AE 72527",9,76,80,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Sherry Rasmussen,"955 Rebecca Lodge
Lake Dakotafort, OK 33886",9,90,88,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Yolanda Smith,"32656 Michael Well Apt. 503
Tomfurt, LA 04571",10,77,75,olahraga,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Samuel Walters,"8142 Neal Brook Suite 299
Michaelhaven, LA 90972",9,79,85,seni,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Sara Cook,"PSC 7790, Box 4960
APO AP 64680",7,93,75,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Jasmine Sandoval,"422 Tiffany Light
Lake Cindyville, NC 67396",10,93,71,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Angela Maxwell,"92046 Edwards Spur Suite 370
Michelleville, GA 45481",9,92,99,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
John Tucker,"400 Delgado Square Apt. 356
Lake Patricia, MN 35535",8,81,80,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Seth Collier,"68696 Moreno Park
Danielmouth, MD 61891",9,91,78,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Heather Watson,"7466 Walker Pine
Lake Bettyton, DC 57182",10,79,91,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Michael Bowen,"906 Anthony Locks
East Keithshire, WA 07987",8,73,84,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Lori Case,"65957 Kelly Streets
Kathleentown, CO 66299",10,71,80,seni,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Amanda Bennett,"05618 Evan Course Suite 909
East Kaylaview, NH 39483",9,81,69,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Charlene Morgan,"25056 Steven Summit Apt. 444
Port Ryanborough, OR 28430",10,76,94,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Sandra Garcia,"USNS Powell
FPO AE 86700",9,90,64,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Steven Watson,"65209 Bernard Pass
Michaelmouth, NY 21004",10,76,80,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Jenny Hanson,"2144 Sandra Passage
North Karen, CT 81396",9,76,100,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Terri Valdez,"578 Brady Cove Apt. 783
West Rachelberg, GU 76011",9,81,66,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Kimberly White,"02506 Robinson Row
Sylviafurt, IA 32536",8,97,75,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Thomas Wood,"985 Taylor Flat Suite 249
North Richard, IN 74126",8,93,87,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Joshua York,"53929 Mary Pine Apt. 700
Lake Molly, FL 19836",9,100,60,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Mrs. Shannon Wilkinson DVM,"459 Oconnell Plains
East Kristenhaven, VT 99849",9,78,62,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Chelsea Quinn,"441 Carolyn Mall Apt. 080
West Lawrencehaven, ME 62650",10,90,69,olahraga,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Keith Harris,"305 Leah Avenue Apt. 490
Port Brenda, MA 80101",8,81,77,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Keith Lewis,"73888 Wilson Isle
Sheriville, OH 52892",8,77,82,sains,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Cristian Fuller,"53501 Johnson Squares
Scottmouth, SC 67158",9,73,64,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jeffrey Riley,"9541 Jenkins Street Suite 651
East Krystal, ID 91703",7,91,80,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Steven Gallegos,"77222 Jonathan Bridge
Mirandaton, ME 90346",7,94,69,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
William Young,"10871 Jacobs Divide Apt. 052
Wigginsbury, DC 54630",7,79,98,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Cindy Fowler,"4346 Harper Extensions Apt. 304
Wilsonmouth, NY 49450",10,90,76,sains,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Tony Terrell,"Unit 3221 Box 8957
DPO AE 07351",9,71,91,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Paul Dunn,"933 Foster Islands
Tracyton, GU 05741",10,89,98,seni,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Erica Graham,"2186 Aguilar Passage Apt. 271
Gabrielleside, GU 63202",7,99,76,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Scott Carter,"10854 Garza Mission
Hodgestown, CA 60940",9,71,100,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Keith Bean,"131 Hill Via Suite 232
Lisatown, MI 46169",7,92,79,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Ryan Martinez,"439 Alicia Greens
Lorifurt, PR 04862",8,70,79,sains,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Latoya Thompson,"865 Thompson Parkway
Mullenport, MP 81452",8,75,89,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Rebecca Hamilton,"6611 Anderson Bypass
Clarkhaven, TN 83041",8,78,98,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Evelyn Guzman,"USNS Cooper
FPO AP 37288",10,99,70,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Philip Le,"20924 Wesley Fords Apt. 755
Yatesshire, AZ 58171",10,94,68,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Melanie Rangel,"8596 Wise Forest
West David, IN 00925",8,97,67,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Angela Shaw,"42963 Jose Drive Apt. 752
Deannaland, NC 20296",7,95,68,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Ian Scott,"310 Brandy Ferry Apt. 684
Haleland, WI 03771",8,89,94,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Teresa Salas,"364 Baker Island Suite 737
South Jamiefort, MN 22076",8,78,75,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Paul Walters,"05702 Hannah Court Apt. 288
Salasfurt, PW 14054",9,71,89,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Jackson Cross,"89523 Elizabeth Inlet
Annettefort, LA 97276",9,93,86,sains,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Amy Lopez,"4600 Frank Freeway
Harrisonfurt, OH 44018",9,97,82,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Larry Moore,"72333 Williams Lakes
Terryview, OR 12283",8,94,100,sains,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Thomas Kim,"PSC 6615, Box 7956
APO AE 53996",9,87,68,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Richard Bradley,"24880 Gail Heights Suite 094
Hansenhaven, CO 09786",7,94,81,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Nicole Washington,"62832 Clark Valleys
Port Margaret, NM 13776",8,97,68,seni,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Stephen Wallace,"658 Kelley Fords
Riceland, WI 59953",9,92,74,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Jason May,"6794 Gutierrez Forges
East Brian, CT 71458",10,93,85,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Lynn Strickland,"27215 Adams Stream
South John, TX 59015",9,71,94,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
James Clayton,"287 Warner Greens Apt. 207
South Shelby, RI 34156",9,87,82,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Pamela Norman,"62955 Ward Place Apt. 732
West Kimberlyton, DE 61988",8,90,87,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jerry Evans,"278 Anderson Crossing Suite 997
Lake Vincentshire, TX 55634",7,74,99,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Charles Harding,"621 Alicia Garden Apt. 820
East Lindaville, RI 20488",9,77,84,sains,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Heather Castaneda,"467 Monroe Causeway
South Brandy, MI 95840",9,70,96,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Zachary Mann,"Unit 8170 Box 7317
DPO AA 46650",8,79,94,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Ana Gross,"628 Miranda Square Suite 553
North Alyssamouth, KY 56515",8,74,82,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Willie Smith,"80331 Kristy Lane
Conradfurt, MH 07324",8,75,75,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Barry Long,"13778 Dominguez Walk
West Calvinfort, NC 85899",7,70,72,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Bruce Rogers,"0248 Miller Terrace Apt. 830
Osborneshire, UT 67746",9,89,88,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Eric Hall,"8604 Cooper Estates
Jenkinsshire, IN 77570",9,99,64,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Wyatt Henry,"97880 Jacobson Cove
Caldwellmouth, UT 22281",9,72,98,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Scott Hines,"5841 Williams Dam Suite 051
Port Martin, IL 54357",8,85,82,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Cindy Porter,"0744 Hernandez Underpass
Wolfeview, LA 84590",8,89,63,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Kendra Gonzalez,"698 Rosales Rapid
Port Phillipmouth, IA 56776",8,80,94,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Melissa Thompson,"30870 Mcdonald Gardens Apt. 759
West Johnfort, WA 60626",9,95,87,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Jamie Sexton,"6076 Mahoney Stream
Port James, MA 86099",9,81,75,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Robert Smith,"73952 Sean Mountain Apt. 805
Henryfort, AK 47060",10,94,82,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Jessica Garcia,"20338 Dustin Ports Apt. 842
Lake Dawn, IA 75258",8,95,87,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Sergio Foster,"53613 Matthew Causeway Suite 199
Reedland, NJ 21168",9,95,67,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Hailey Barber,"63742 Richard Knoll Apt. 000
Blackchester, NJ 33740",8,85,82,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jennifer Miller,"81314 Hernandez Drives Suite 492
Joseburgh, OH 42373",9,76,92,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Jordan Schaefer,"9946 Christine Row Apt. 354
Joshuastad, ID 63299",10,100,78,sains,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Jennifer Jones,"38993 Flores Rest Apt. 326
Lake Julieburgh, ID 85650",8,80,97,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Lisa Morrison,"95972 Williams Station
Port Toddmouth, MP 12734",10,99,87,olahraga,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Jacqueline Duarte,"7098 Robert Underpass
Hallhaven, SC 17228",10,82,78,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Francisco Espinoza,"3178 Berry Shore
Lake Deborah, OK 67755",10,84,80,olahraga,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Daryl Kim,"2660 Smith Rue
Bryanmouth, MH 86478",9,99,75,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
David Griffin,"12521 Castillo Island
New Thomas, GU 56931",9,92,97,seni,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Andre Roberts,"72000 Mitchell Estate Apt. 220
Mathischester, NM 04230",8,91,88,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Lee White,"504 Luis Forest Suite 527
Katieland, ID 75003",8,70,66,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Steven Peterson,"388 Ricky Parkways
North Gregory, WI 00885",7,96,68,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Jacob Mccoy,"473 David Pine
North Randy, DE 16515",9,70,60,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Holly Williams,"8247 Michaela Key
North Kevin, GA 76024",10,80,65,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Tiffany Chavez,"308 Carr Rest
Port Saraview, VT 36786",9,83,64,sains,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Tammy Fernandez,"34131 Christopher Hills
New Samuel, MH 19240",8,94,73,sains,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Aaron Banks,"742 Penny Underpass
Lake Stevenview, ID 57082",8,90,85,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Charles Guzman,"1884 Juan Green
Rileymouth, AZ 81498",10,73,64,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Andrea Sanchez,"283 Allison Cliff
Thomasfurt, KS 38326",9,72,69,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Trevor Mathews,"4210 Anne Stravenue
Port Debraland, NY 32754",8,96,71,sains,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Trevor Gill,"975 Sullivan Run
Moonton, RI 82120",9,98,64,seni,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Stephanie Waller,"4746 Debra Mountains Apt. 009
Romeroville, MO 42587",8,86,78,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Philip Goodman,"1996 Janice Rest Apt. 907
South Ellen, ME 80349",9,70,82,olahraga,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
James Fisher,"USCGC Nichols
FPO AE 20766",8,96,60,sains,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Lauren Smith,"0832 Wiley Cape
New James, AS 59835",8,91,78,seni,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Krystal Johnson,"969 John Canyon
West Stephanie, PA 52934",8,97,100,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Kevin Solis,"566 Monroe Glens Suite 661
Ellisborough, CA 04153",9,75,71,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Kristina Schroeder,"5267 Vance Centers Apt. 660
Watsonstad, MH 33984",9,88,63,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Wanda Franklin,"917 John Summit Apt. 181
Joneschester, NV 49192",8,73,85,olahraga,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Andrea Curry,"62687 Smith Land Suite 475
Michaelchester, SC 23653",8,82,82,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Ricky Preston,"574 Olson Overpass Apt. 775
North Peter, MP 69885",8,70,70,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Evelyn Weaver,"USNS Cruz
FPO AA 70593",9,83,75,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Frank Daniel,"295 Blevins Creek
West Nicholas, MS 04211",9,81,94,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Brandi Kennedy,"0569 Leah Unions Suite 957
South Andreahaven, RI 82558",9,72,69,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Raymond Evans,"524 Parsons Coves Apt. 078
East Mirandaland, UT 80773",8,95,88,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Kevin Jensen,"426 Stephanie Spurs Suite 592
South Debra, DC 41917",9,83,86,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Michelle Garner,"815 Brown Ports Suite 977
New Cassie, KY 83780",8,95,83,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jessica Stanley,"5305 Lane Points
Faulknerfort, AZ 00716",8,88,68,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Yvette Ingram,"274 James Place Apt. 821
New Shelia, AK 26502",9,86,88,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Tara Cole,"6567 Crawford Ridge Suite 502
Emilyshire, NH 68387",8,78,72,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Donald Nichols,"9056 Steele Loaf Apt. 848
Eduardoville, ME 11517",10,72,75,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Bobby Perez,"98483 Johnson Points
Collierfurt, RI 78389",10,92,75,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
James Kelly,"5088 Miller Mountains
Kevinburgh, DC 26673",7,82,90,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Julie Walker,"14775 White Skyway Suite 111
Wendyton, OR 80147",9,91,93,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Julia White,"65980 Margaret Ville Apt. 876
South Scott, SC 14849",8,92,96,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Caitlin Melton,"407 Matthew Curve Suite 072
Williammouth, AK 69170",10,99,88,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Todd Stone,"2619 Mitchell Dale
New Jack, IN 99742",8,95,79,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Jerry Knox,"6479 Robert Harbor
Markstad, ND 21578",9,81,74,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Christopher Mendoza,"591 Stafford Station Suite 322
Williamsport, MD 67579",7,89,93,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Deanna Burgess,"79009 Alex Fall Apt. 183
East Jenniferborough, MN 81898",9,70,92,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Mark Jones,"7147 Jeffrey Centers Suite 586
Christophermouth, MO 95931",7,92,85,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Mrs. Laura Villanueva,"134 Joshua Hollow Apt. 623
Hinesview, IL 04790",8,80,93,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Crystal Marsh,"725 Harrison Stream Suite 658
South Tommyfort, IA 73021",8,70,71,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Wesley Cox,"53185 Pacheco Street Suite 866
Flowersbury, WY 39661",7,98,95,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Regina Ramirez,"54401 Sandoval Port Suite 251
Leetown, OH 17796",8,71,70,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Tina Lewis,"5320 Ernest Fork
Nicholasshire, WI 34591",9,81,78,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
